HEADERS
DATA,0.883,0.859,1.038,0.787,0.925,0.884,0.468,0.316,1.066,0.992,0.64,0.316,0.841,1.042,0.968,1.147,1.006,1.065,1.017,0.947,1.023,1.086,1.056,1.043,1.059,1.091,0.315,0.848,0.958,0.969,0.847,0.967,1.083,0.886,1.01,0.91,0.874,0.954,0.911,0.757,1.133,1.087,0.291,0.893,1.019,0.879,0.669,0.429,1.054,1.103,0.99,0.367,1.018,0.774,0.876,0.969
DATA,0.999,1.001,0.796,0.844
HEADERS
PERCENTILES,100.00,101.18,102.62,115.39,101.73,106.45,201.07,297.78,88.27,94.86,147.03,297.78,111.89,90.31,97.21,82.04,93.54,88.36,92.53,99.37,91.98,86.65,89.11,90.22,88.86,86.25,298.73,110.97,98.23,97.11,111.10,97.31,86.89,106.21,93.17,103.41,107.67,98.64,103.29,124.31,83.05,86.57,323.37,105.38,92.35,107.05,140.66,219.35,89.28,85.31,95.05,256.40,92.44,121.58,107.42,97.11
