HEADERS
DATA,0.707,0.679,0.719,0.495,0.665,0.444,0.84,0.958,0.884,0.728,0.965,0.366,0.788,0.788,0.318,0.317,0.443,0.905,0.799,0.788,0.344,0.278,0.839,0.7,0.338,0.277,1.07,0.794,0.661,0.721,0.82,0.442,0.825,0.159,0.915,0.277,0.91,0.95,0.829,1.004,0.934,0.934,0.384,0.231,0.754,0.623,0.356,0.237,0.392,0.462,0.472,0.663,0.381,0.44,0.483,0.479
DATA,0.929,0.905,0.906,0.906
HEADERS
PERCENTILES,100.00,103.28,100.68,116.77,123.01,184.23,97.38,85.39,92.53,112.36,84.77,223.50,103.81,103.81,257.23,258.04,184.65,90.39,102.38,103.81,237.79,294.24,97.50,116.86,242.01,295.31,76.45,103.02,123.75,113.45,99.76,185.07,99.15,514.47,89.40,295.31,89.89,86.11,98.67,81.47,87.58,87.58,213.02,354.11,108.49,131.30,229.78,345.15,208.67,177.06,173.31,123.38,214.70,185.91,169.36,170.77
